"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"7436",56,"blue-collar","married","primary","no",1798,"yes","no","unknown",29,"may",228,3,-1,0,"unknown","no"
"42468",36,"services","married","secondary","no",4721,"no","no","cellular",9,"dec",149,3,-1,0,"unknown","yes"
"15045",36,"blue-collar","married","secondary","no",0,"yes","no","cellular",17,"jul",72,1,-1,0,"unknown","no"
"19456",49,"admin.","married","secondary","no",0,"no","no","cellular",7,"aug",301,2,-1,0,"unknown","no"
"316",46,"admin.","married","secondary","no",-358,"yes","no","unknown",5,"may",358,2,-1,0,"unknown","no"
"12114",32,"blue-collar","married","secondary","no",2526,"yes","no","unknown",20,"jun",25,8,-1,0,"unknown","no"
"43721",57,"retired","married","primary","no",9367,"no","no","cellular",14,"may",700,4,92,7,"success","yes"
"38299",34,"blue-collar","married","secondary","no",362,"yes","no","cellular",15,"may",151,1,-1,0,"unknown","no"
"13631",52,"blue-collar","divorced","primary","no",98,"no","yes","telephone",9,"jul",271,1,-1,0,"unknown","no"
"1938",29,"blue-collar","married","primary","no",608,"yes","no","unknown",9,"may",184,2,-1,0,"unknown","no"
"26928",34,"management","married","tertiary","no",3167,"yes","yes","cellular",21,"nov",152,1,-1,0,"unknown","no"
"19873",39,"management","married","tertiary","no",947,"no","no","cellular",8,"aug",124,2,-1,0,"unknown","no"
"22150",33,"management","married","tertiary","no",150,"no","no","cellular",21,"aug",151,2,-1,0,"unknown","no"
"3938",45,"blue-collar","married","primary","no",71,"yes","no","unknown",16,"may",355,2,-1,0,"unknown","no"
"30201",35,"services","divorced","secondary","no",440,"yes","no","cellular",5,"feb",103,1,248,1,"failure","no"
"1037",29,"blue-collar","single","primary","no",365,"yes","yes","unknown",7,"may",245,2,-1,0,"unknown","no"
"43926",37,"admin.","married","tertiary","no",3221,"no","no","cellular",15,"jun",379,2,376,13,"other","yes"
"536",45,"blue-collar","divorced","secondary","no",756,"yes","no","unknown",6,"may",179,2,-1,0,"unknown","no"
"42513",34,"services","married","secondary","no",1337,"no","no","cellular",17,"dec",330,2,127,3,"success","yes"
"1125",29,"management","married","tertiary","no",199,"yes","yes","unknown",7,"may",1689,4,-1,0,"unknown","yes"
"12036",51,"management","married","tertiary","no",1069,"no","no","unknown",20,"jun",27,7,-1,0,"unknown","no"
"1945",31,"services","single","secondary","yes",68,"yes","no","unknown",9,"may",169,2,-1,0,"unknown","no"
"15360",29,"entrepreneur","married","primary","no",519,"yes","no","cellular",18,"jul",120,1,-1,0,"unknown","no"
"24063",42,"admin.","single","secondary","no",-247,"yes","yes","telephone",21,"oct",519,1,166,1,"other","yes"
"570",28,"services","single","secondary","no",5090,"yes","no","unknown",6,"may",1297,3,-1,0,"unknown","yes"
"27394",32,"blue-collar","single","secondary","no",1047,"no","no","cellular",21,"nov",89,2,-1,0,"unknown","no"
"43603",54,"technician","married","tertiary","no",395,"no","no","cellular",30,"apr",183,1,183,2,"success","yes"
"9353",28,"blue-collar","married","secondary","no",708,"yes","no","unknown",6,"jun",339,5,-1,0,"unknown","no"
"5896",26,"blue-collar","single","secondary","no",381,"yes","no","unknown",26,"may",504,2,-1,0,"unknown","no"
"43798",66,"management","married","unknown","no",2149,"yes","no","cellular",26,"may",135,2,90,11,"success","yes"
"38580",45,"services","married","secondary","no",-1621,"yes","yes","cellular",15,"may",8,2,346,5,"failure","no"
"40283",37,"admin.","single","tertiary","no",1000,"yes","no","cellular",15,"jun",322,1,90,1,"success","yes"
"40405",69,"retired","divorced","primary","no",482,"no","no","cellular",2,"jul",260,2,-1,0,"unknown","yes"
"27024",31,"admin.","single","secondary","no",3950,"yes","no","cellular",21,"nov",529,1,-1,0,"unknown","yes"
"31378",32,"management","married","tertiary","no",376,"yes","no","cellular",23,"mar",248,4,-1,0,"unknown","yes"
"25966",35,"technician","married","secondary","no",0,"yes","no","cellular",19,"nov",644,4,-1,0,"unknown","yes"
"33529",56,"blue-collar","divorced","secondary","no",9698,"yes","no","cellular",20,"apr",189,2,-1,0,"unknown","no"
"33943",29,"admin.","single","secondary","no",3794,"no","no","cellular",30,"apr",249,1,-1,0,"unknown","no"
"20732",54,"retired","married","primary","no",309,"no","no","cellular",13,"aug",969,2,-1,0,"unknown","yes"
"43683",24,"technician","single","secondary","no",598,"no","no","cellular",12,"may",762,1,182,2,"success","yes"
"21204",33,"unemployed","single","tertiary","no",6748,"no","no","cellular",14,"aug",1579,2,-1,0,"unknown","yes"
"42448",50,"admin.","married","secondary","no",10250,"yes","no","cellular",7,"dec",254,3,385,2,"other","yes"
"21321",54,"technician","single","secondary","no",473,"yes","no","cellular",18,"aug",134,6,-1,0,"unknown","no"
"9048",52,"housemaid","married","secondary","no",14363,"no","no","unknown",5,"jun",132,1,-1,0,"unknown","no"
"41345",55,"admin.","divorced","secondary","no",1872,"no","no","cellular",28,"aug",155,2,93,8,"failure","yes"
"33506",33,"technician","married","secondary","no",1968,"yes","no","cellular",20,"apr",1817,3,-1,0,"unknown","yes"
"19504",34,"technician","single","secondary","no",60,"no","no","cellular",7,"aug",274,2,-1,0,"unknown","no"
"26266",35,"technician","married","secondary","no",4323,"yes","yes","cellular",20,"nov",126,1,-1,0,"unknown","no"
"14962",35,"management","married","tertiary","no",36,"no","yes","cellular",16,"jul",1656,5,-1,0,"unknown","yes"
"22549",36,"technician","single","secondary","no",664,"no","no","cellular",22,"aug",309,3,-1,0,"unknown","no"
"21943",56,"services","married","secondary","no",9,"no","yes","cellular",20,"aug",285,2,-1,0,"unknown","no"
"40887",61,"management","single","tertiary","no",2,"no","no","cellular",12,"aug",131,1,114,3,"failure","yes"
"32046",36,"management","divorced","tertiary","no",102,"yes","no","cellular",14,"apr",114,1,-1,0,"unknown","no"
"34105",26,"student","single","unknown","no",2503,"no","no","cellular",30,"apr",121,1,63,2,"failure","no"
"19733",49,"blue-collar","married","primary","no",2316,"no","no","telephone",7,"aug",35,4,-1,0,"unknown","no"
"3819",29,"blue-collar","single","secondary","no",1166,"yes","no","unknown",16,"may",33,1,-1,0,"unknown","no"
"32029",33,"management","married","tertiary","no",0,"yes","no","cellular",14,"apr",535,3,328,1,"failure","yes"
"41704",57,"management","divorced","unknown","no",854,"no","no","cellular",6,"oct",480,1,40,5,"success","yes"
"5679",58,"retired","married","secondary","no",295,"yes","yes","unknown",26,"may",136,2,-1,0,"unknown","no"
"23950",32,"management","single","tertiary","no",258,"yes","no","cellular",29,"aug",131,4,-1,0,"unknown","no"
"436",55,"admin.","married","secondary","no",183,"yes","no","unknown",6,"may",150,1,-1,0,"unknown","no"
"20408",46,"unemployed","married","secondary","no",2551,"no","no","cellular",12,"aug",645,2,-1,0,"unknown","yes"
"24447",53,"management","divorced","tertiary","no",5187,"no","yes","cellular",17,"nov",560,2,-1,0,"unknown","no"
"39898",55,"management","divorced","tertiary","no",1633,"no","no","telephone",2,"jun",128,1,-1,0,"unknown","no"
"16300",53,"housemaid","married","tertiary","no",2353,"yes","no","cellular",23,"jul",471,2,-1,0,"unknown","no"
"33294",28,"services","married","secondary","no",1394,"yes","no","cellular",20,"apr",293,2,-1,0,"unknown","no"
"23126",39,"technician","single","secondary","no",69,"no","no","cellular",26,"aug",183,3,-1,0,"unknown","no"
"21313",47,"blue-collar","married","primary","no",362,"yes","no","cellular",18,"aug",111,8,-1,0,"unknown","no"
"43912",27,"admin.","single","unknown","no",861,"no","no","cellular",14,"jun",212,4,-1,0,"unknown","yes"
"43678",54,"management","married","tertiary","no",1624,"no","no","cellular",12,"may",166,3,182,10,"success","yes"
"40874",20,"student","single","primary","no",6991,"no","no","cellular",12,"aug",178,2,-1,0,"unknown","yes"
"15877",45,"management","divorced","tertiary","no",54,"no","yes","cellular",21,"jul",34,3,-1,0,"unknown","no"
"34148",33,"blue-collar","single","tertiary","no",700,"no","no","cellular",30,"apr",169,1,80,2,"success","yes"
"12457",59,"technician","married","secondary","no",0,"no","no","unknown",1,"jul",249,1,-1,0,"unknown","no"
"43108",45,"management","single","tertiary","no",483,"no","no","cellular",23,"feb",95,2,265,11,"other","yes"
"1329",32,"admin.","married","secondary","no",514,"yes","no","unknown",8,"may",459,1,-1,0,"unknown","no"
"35864",36,"management","single","tertiary","no",1531,"yes","no","cellular",8,"may",81,3,170,1,"failure","no"
"42144",38,"unemployed","married","tertiary","no",2812,"yes","no","cellular",3,"nov",322,1,187,1,"success","no"
"5999",49,"technician","married","secondary","no",-215,"yes","no","unknown",26,"may",155,2,-1,0,"unknown","no"
"45091",33,"admin.","single","tertiary","no",146,"no","no","cellular",22,"oct",380,1,91,3,"success","yes"
"37358",35,"management","single","tertiary","no",1396,"yes","no","cellular",13,"may",809,1,300,1,"failure","yes"
"43776",78,"retired","married","primary","no",680,"no","no","telephone",24,"may",838,1,89,9,"failure","no"
"34938",37,"management","single","tertiary","no",102,"yes","no","cellular",6,"may",445,1,258,2,"failure","yes"
"1912",28,"blue-collar","married","secondary","no",948,"yes","no","unknown",9,"may",455,1,-1,0,"unknown","no"
"24100",43,"management","married","secondary","no",107,"yes","yes","telephone",28,"oct",135,1,-1,0,"unknown","yes"
"9072",37,"entrepreneur","married","unknown","no",983,"no","yes","unknown",5,"jun",225,1,-1,0,"unknown","no"
"28242",55,"retired","married","secondary","no",0,"no","no","cellular",29,"jan",636,1,-1,0,"unknown","no"
"24853",59,"retired","married","secondary","no",306,"no","yes","cellular",18,"nov",121,1,-1,0,"unknown","no"
"840",36,"admin.","divorced","secondary","no",0,"yes","no","unknown",7,"may",133,2,-1,0,"unknown","no"
"14769",38,"management","married","tertiary","no",500,"yes","yes","cellular",16,"jul",81,7,-1,0,"unknown","no"
"10812",39,"admin.","married","secondary","no",1891,"no","no","unknown",17,"jun",147,1,-1,0,"unknown","no"
"29969",30,"self-employed","married","tertiary","no",2666,"no","no","cellular",4,"feb",467,1,-1,0,"unknown","yes"
"7093",50,"technician","divorced","unknown","no",1328,"yes","no","unknown",29,"may",140,1,-1,0,"unknown","no"
"22930",52,"blue-collar","married","primary","no",1401,"no","no","cellular",26,"aug",77,8,-1,0,"unknown","no"
"10997",47,"admin.","married","secondary","no",726,"no","no","unknown",17,"jun",60,3,-1,0,"unknown","no"
"33870",30,"admin.","single","secondary","no",213,"no","no","cellular",30,"apr",168,1,-1,0,"unknown","no"
"35077",40,"management","married","tertiary","no",429,"yes","no","cellular",6,"may",222,2,363,4,"failure","no"
"16922",30,"blue-collar","single","primary","no",3195,"yes","yes","cellular",25,"jul",134,1,-1,0,"unknown","no"
"40056",42,"management","married","tertiary","no",2665,"yes","no","cellular",4,"jun",280,2,126,11,"failure","yes"
"24496",41,"management","married","primary","no",5310,"yes","no","cellular",17,"nov",984,1,-1,0,"unknown","yes"
"18149",51,"housemaid","married","primary","no",0,"yes","no","telephone",30,"jul",191,3,-1,0,"unknown","no"
"39087",27,"blue-collar","married","unknown","no",409,"yes","no","cellular",18,"may",525,1,-1,0,"unknown","yes"
"6533",31,"management","married","tertiary","no",1183,"yes","no","unknown",27,"may",676,6,-1,0,"unknown","no"
"44666",25,"student","single","secondary","no",154,"no","no","cellular",2,"sep",382,1,183,3,"success","yes"
"39778",59,"admin.","married","secondary","no",205,"no","no","telephone",1,"jun",277,1,-1,0,"unknown","no"
"31425",50,"services","married","secondary","no",0,"yes","no","cellular",27,"mar",689,2,-1,0,"unknown","no"
"34563",39,"management","married","tertiary","no",0,"yes","no","cellular",5,"may",811,2,-1,0,"unknown","yes"
"9381",26,"technician","single","secondary","no",639,"yes","no","unknown",6,"jun",709,5,-1,0,"unknown","yes"
"19265",35,"technician","married","tertiary","no",118,"no","no","cellular",6,"aug",358,2,-1,0,"unknown","no"
"40512",28,"services","single","secondary","no",126,"no","no","cellular",7,"jul",321,1,-1,0,"unknown","no"
"18657",36,"technician","single","secondary","no",2921,"no","no","telephone",31,"jul",55,7,-1,0,"unknown","no"
"21984",60,"admin.","married","tertiary","no",1614,"no","no","cellular",20,"aug",921,6,-1,0,"unknown","yes"
"9320",35,"housemaid","single","secondary","no",1015,"yes","no","unknown",5,"jun",406,2,-1,0,"unknown","yes"
"19639",40,"technician","married","secondary","no",192,"no","no","cellular",7,"aug",266,2,-1,0,"unknown","no"
"24336",52,"services","married","tertiary","no",3094,"yes","no","cellular",17,"nov",96,1,-1,0,"unknown","no"
"18442",43,"technician","single","secondary","yes",685,"yes","no","cellular",31,"jul",94,2,-1,0,"unknown","no"
"44596",21,"student","single","primary","no",281,"no","no","unknown",24,"aug",11,1,-1,0,"unknown","no"
"6053",35,"blue-collar","married","secondary","no",229,"no","no","unknown",26,"may",435,3,-1,0,"unknown","no"
"24307",52,"management","married","tertiary","no",2063,"yes","no","cellular",17,"nov",114,1,-1,0,"unknown","no"
"7655",32,"services","married","secondary","no",241,"no","no","unknown",30,"may",197,3,-1,0,"unknown","no"
"32610",33,"blue-collar","single","secondary","no",264,"yes","no","cellular",17,"apr",494,1,-1,0,"unknown","no"
"41857",34,"services","single","tertiary","no",3119,"no","no","cellular",16,"oct",306,1,-1,0,"unknown","yes"
"36886",49,"services","married","secondary","no",-301,"yes","no","cellular",12,"may",187,4,-1,0,"unknown","no"
"34161",54,"technician","married","secondary","no",0,"no","no","telephone",30,"apr",766,3,84,3,"success","yes"
"43861",27,"blue-collar","single","tertiary","no",644,"no","no","cellular",2,"jun",657,1,182,1,"success","yes"
"44226",34,"technician","married","secondary","no",806,"no","no","cellular",19,"jul",253,3,458,1,"success","yes"
"19611",48,"admin.","married","secondary","no",1403,"no","no","cellular",7,"aug",76,2,-1,0,"unknown","no"
"31444",22,"admin.","single","secondary","no",114,"no","no","cellular",30,"mar",517,1,-1,0,"unknown","yes"
"13918",53,"blue-collar","married","secondary","no",684,"yes","yes","cellular",10,"jul",197,1,-1,0,"unknown","no"
"1194",35,"management","divorced","tertiary","no",3837,"yes","no","unknown",8,"may",1084,1,-1,0,"unknown","yes"
"25982",36,"entrepreneur","married","secondary","no",227,"no","no","cellular",19,"nov",294,2,-1,0,"unknown","no"
"7155",46,"admin.","divorced","secondary","no",1939,"yes","no","unknown",29,"may",119,1,-1,0,"unknown","no"
"22189",47,"management","married","tertiary","no",509,"no","yes","cellular",21,"aug",898,4,-1,0,"unknown","no"
"7424",46,"blue-collar","married","primary","no",-169,"no","yes","unknown",29,"may",336,3,-1,0,"unknown","no"
"43027",21,"student","single","secondary","no",123,"no","no","telephone",12,"feb",379,5,93,2,"success","yes"
"21648",33,"management","married","tertiary","no",808,"yes","no","cellular",19,"aug",12,16,-1,0,"unknown","no"
"17054",30,"technician","single","secondary","no",1626,"no","no","cellular",25,"jul",566,3,-1,0,"unknown","no"
"24298",54,"management","married","secondary","yes",5249,"yes","no","cellular",17,"nov",108,1,-1,0,"unknown","no"
"33576",35,"self-employed","married","secondary","no",2762,"yes","no","cellular",20,"apr",682,3,154,1,"other","no"
"25361",59,"management","married","secondary","no",7623,"yes","no","cellular",18,"nov",84,2,-1,0,"unknown","no"
"27414",31,"technician","married","secondary","no",1230,"no","no","cellular",21,"nov",7,4,-1,0,"unknown","no"
"44787",68,"retired","divorced","primary","no",2027,"no","no","cellular",14,"sep",404,2,91,4,"success","yes"
"16640",28,"housemaid","married","secondary","no",204,"yes","no","cellular",24,"jul",38,1,-1,0,"unknown","no"
"3270",55,"services","married","secondary","no",697,"yes","no","unknown",15,"may",206,1,-1,0,"unknown","no"
"9237",45,"blue-collar","married","secondary","no",146,"yes","yes","unknown",5,"jun",22,15,-1,0,"unknown","no"
"44282",56,"retired","married","secondary","no",393,"no","yes","cellular",26,"jul",183,1,221,2,"failure","yes"
"42492",36,"management","married","tertiary","no",925,"no","no","cellular",14,"dec",321,3,189,4,"success","yes"
